elemento,tipo,grupo,perfil,combo,tipo_combo,metodo,tipo_valor,extremo,nodo,longitud_m,P_N,Vy_N,Vz_N,T_Nm,My_Nm,Mz_Nm,V_resultante_N,M_resultante_Nm
135,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,28,5.450000000000001,0.0,3.2650749667752067e-15,2710.2228083305827,-0.062319042659782234,5415.471615747359,-8.897329284462441e-15,2710.2228083305827,5415.471615747359
136,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,27,6.199999999999999,0.0,0.0,-810.018815445713,-2.3828417113632665,-2424.445300102486,0.0,810.018815445713,2424.445300102486
136,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,31,6.199999999999999,0.0,0.0,-3894.562884554287,2.3828417113632665,-7137.641314134093,0.0,3894.562884554287,7137.641314134093
137,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,28,6.199999999999999,0.0,0.0,-1702.9953582157764,0.2102992930542873,-650.008533760652,0.0,1702.9953582157764,650.008533760652
137,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,32,6.199999999999999,0.0,0.0,-3001.5863417842234,-0.2102992930542873,-3375.6235153015336,0.0,3001.5863417842234,3375.6235153015336
138,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,29,6.32,0.0,-4.856037153533118e-15,-3242.9661993068858,0.5321301632640173,5525.6285860976905,-1.5345077405164655e-14,3242.9661993068858,5525.6285860976905
138,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,30,6.32,0.0,4.856037153533118e-15,-1552.671920693115,-0.5321301632640173,-184.29866567817544,-1.5345077405164655e-14,1552.671920693115,184.29866567817544
139,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,30,5.299999999999999,0.0,8.055846972878658e-15,-2069.376756172718,0.16338302406498717,1417.8413816283155,2.134799447812844e-14,2069.376756172718,1417.8413816283155
139,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,31,5.299999999999999,0.0,-8.055846972878658e-15,-1952.281793827281,-0.16338302406498717,-1107.539731412907,2.134799447812844e-14,1952.281793827281,1107.539731412907
140,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,31,5.450000000000001,0.0,-3.2650749667752067e-15,-1748.143918140002,-0.5180422772843589,986.9522199934163,-8.897329284462441e-15,1748.143918140002,986.9522199934163
140,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,32,5.450000000000001,0.0,3.2650749667752067e-15,-2387.335156859999,0.5180422772843589,-2728.748345505409,-8.897329284462441e-15,2387.335156859999,2728.748345505409
141,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,33,1.5,0.0,0.0,-25276.627228993653,30.269395619849508,28.28711695484901,0.0,25276.627228993653,28.28711695484901
141,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,34,1.5,0.0,0.0,24138.421978993654,-30.269395619849508,37032.99978903563,0.0,24138.421978993654,37032.99978903563
142,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,34,4.6000000000000005,0.0,-3.0554785507448196e-15,6311.961475726465,-8.688946676547815,-37035.494971548476,-7.027600666713086e-15,6311.961475726465,37035.494971548476
142,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,35,4.6000000000000005,0.0,3.0554785507448196e-15,-9802.457575726465,8.688946676547815,-27.668846793268358,-7.027600666713086e-15,9802.457575726465,27.668846793268358
143,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,34,3.799999999999999,0.0,4.477418707324132e-15,1944.8729827799089,2.4951825128676064,-38.958342296396154,8.507095543915848e-15,1944.8729827799089,38.958342296396154
143,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,J,36,3.799999999999999,0.0,-4.477418707324132e-15,-4828.326282779908,-2.4951825128676064,-12830.12026226725,8.507095543915848e-15,4828.326282779908,12830.12026226725
144,VIGA,Viga_1,IR 457 x 59.5,GRAV_DISEÑO,GRAVEDAD,GRAVEDAD,SIGNADO,I,23,1.5,0.0,0.0,-40657.04956175837,-4.200395303089862,60128.76571371642,0.0,40657.04956175837,60128.76571371642
