elemento_id,grupo,tipo,perfil,combo,longitud_m,area_m2,ix_m4,iy_m4,r_min_m,kl_r,pu_N,mu_Nm,phi_pn_N,phi_mn_Nm,ratio_axial,ratio_flexion,dc,estado,rama_interaccion
103,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,63416.535858716,163769.55896239553,4266001.402972331,1021264.5564,0.014865568448836094,0.16035958355363866,0.1677923677780567,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
102,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,61428.08619463426,161630.08158442465,4266001.402972331,1021264.5564,0.01439945288152843,0.15826465392491187,0.1654643803656761,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
104,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,49830.65057304254,149270.31354681094,4266001.402972331,1021264.5564,0.011680880024634566,0.1461622383851203,0.15200267839743759,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
101,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,47258.58855727141,146768.3828175342,4266001.402972331,1021264.5564,0.01107795898152871,0.14371240233274996,0.1492513818235143,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
115,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,52253.40040415699,136535.27298529953,4266001.402972331,1021264.5564,0.01224880056714222,0.13369236416721642,0.13981676445078753,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
108,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,43053.537513684765,136414.9151343822,4266001.402972331,1021264.5564,0.010092246449728606,0.1335745123822278,0.13862063560709212,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
114,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,51149.391565813276,135307.73813184208,4266001.402972331,1021264.5564,0.011990008144435911,0.13249038878702252,0.13848539285924047,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
105,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,42495.500867507304,135750.0710645132,4266001.402972331,1021264.5564,0.009961436214694776,0.13292351155614157,0.13790422966348895,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
112,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,40514.7798690398,128327.02697130213,4266001.402972331,1021264.5564,0.009497132335871052,0.12565502853017854,0.13040359469811408,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
109,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,39631.317297493275,127218.57472047664,4266001.402972331,1021264.5564,0.00929003850535075,0.1245696562396402,0.12921467549231558,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
116,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,41089.74861089778,125164.67671145334,4266001.402972331,1021264.5564,0.009631911649693447,0.12255852406418963,0.12737447988903636,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
113,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,40111.2713731927,123474.94399551264,4266001.402972331,1021264.5564,0.009402545284032308,0.12090397460846673,0.1256052472504829,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
203,Columna_1,COLUMNA,IR 533 x 165.2,SISMO_DOWN_1,3.2,0.0211,0.00111134,0.00011405000000000001,0.07352015553671103,43.52547919192221,65419.293551963325,115777.23673154371,4266001.402972331,1021264.5564,0.015335037983433974,0.1133665473906813,0.12103406638239829,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + Mu/phiMn
