elemento_id,grupo,tipo,perfil,combo,longitud_m,area_m2,ix_m4,iy_m4,r_min_m,kl_r,pu_N,mu_Nm,muy_Nm,muz_Nm,phi_pn_N,phi_mn_Nm,phi_mny_Nm,phi_mnz_Nm,ratio_axial,ratio_flexion,ratio_my,ratio_mz,dc,estado,rama_interaccion,extremo,tipo_revision
106,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,54862.191764912124,189252.8581828156,189251.85781181406,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.006284547525046125,0.12224453367645201,0.12184835080214614,0.0003961828743058711,0.12538680743897507,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,envolvente,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
110,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,52214.826248481535,180693.1682338642,180692.12047361038,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.005981287777869619,0.11673341272884796,0.11633722985454209,0.0003961828743058711,0.11972405661778278,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,envolvente,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
103,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,47670.3143440049,174651.04540062277,174649.96139246228,615.3414839184646,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.005460707025933868,0.11284321514857276,0.11244703227426689,0.00039618287430586964,0.1155735686615397,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
107,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,51012.53347595844,174095.88692014205,174094.79945526534,615.3414839184701,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.005843563311805297,0.11248577841184684,0.11208959553754097,0.00039618287430587317,0.11540756006774949,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
102,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,46779.48183726761,173678.81414362683,173677.72406729264,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.005358660807120075,0.11221724763612693,0.11182106476182106,0.0003961828743058711,0.11489657803968698,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
111,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,48948.20756455253,167823.26818384515,167822.14007324833,615.3414839184646,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.005607091638325569,0.10844717498845328,0.10805099211414741,0.00039618287430586964,0.11125072080761607,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
104,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,40786.35806562245,167264.3228475955,167263.1909671785,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004672139362118743,0.10808729991222198,0.1076911170379161,0.0003961828743058711,0.11042336959328135,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
101,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,39300.05711004292,165589.49140184428,165588.34807310457,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004501881326641658,0.10700896521656722,0.10661278234226135,0.0003961828743058711,0.10925990587988806,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
108,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,39602.61059116539,161879.66482594062,161878.495295135,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004536539288159673,0.104620405083309,0.10422422220900313,0.0003961828743058711,0.10688867472738883,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
105,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,38278.998924286454,160383.4752292025,160382.2947879671,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.0043849175581921465,0.10365708791234085,0.10326090503803498,0.0003961828743058711,0.10584954669143692,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
115,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,43551.635172910544,157941.7246739271,157940.5259831458,615.3414839184642,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004988906061399408,0.10208497387685565,0.10168879100254978,0.0003961828743058693,0.10457942690755535,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
114,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,42753.425931534395,157068.45541142896,157067.25005611518,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004897469978534637,0.10152272189827953,0.10112653902397366,0.0003961828743058711,0.10397145688754685,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
112,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,38467.22562796597,156603.73682570658,156602.52789349647,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.00440647921343599,0.10122351411373771,0.10082733123943184,0.0003961828743058711,0.1034267537204557,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
109,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,37172.02425610485,155144.3593001689,155143.13899595456,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.0042581119259815356,0.10028389781405908,0.09988771493975321,0.0003961828743058711,0.10241295377704984,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
116,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,37374.913492558684,151316.770764478,151315.5195921679,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004281353196659859,0.09781951454595156,0.09742333167164569,0.0003961828743058711,0.0999601911442815,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,i,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
113,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,36038.536656998935,149828.94047102984,149827.676874233,615.3414839184669,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.004128269197201103,0.09686157847319912,0.09646539559889325,0.0003961828743058711,0.09892571307179968,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,envolvente,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
206,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,62463.95903658472,123797.9912323396,123790.81962449102,1332.5201158565628,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.00715534153010301,0.08055969843835398,0.07970176562646444,0.0008579328118895285,0.08413736920340548,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,envolvente,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
210,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,58513.67121728523,116439.1733155355,116431.54844176106,1332.5201158565628,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.006702830051079743,0.07582148837748857,0.07496355556559904,0.0008579328118895285,0.07917290340302845,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,envolvente,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
207,Columna_1,COLUMNA,MIXTA-ORC 457 x 15.9,SISMO_DOWN_1,3.2,0.04539823906129406,0.001080495738279708,0.001080495738279708,0.15427374615021816,20.74234975070951,56137.979529831646,115333.46339540507,115325.76541658017,1332.5201158565737,8729696.377705324,1553175.373863827,1553175.373863827,1553175.373863827,0.00643069095429273,0.07510953849482334,0.0742516056829338,0.0008579328118895356,0.0783248839719697,Cumple,Pu/phiPn < 0.20: Pu/(2 phiPn) + My/phiMny + Mz/phiMnz,envolvente,MIXTA-OR biaxial simetrica: misma capacidad en ambos ejes locales
