combo,criterio,nodo,x_m,y_m,z_m,Rx_N,Ry_N,Rz_N,Mx_Nm,My_Nm,Mz_Nm,Fx_cimentacion_N,Fy_cimentacion_N,Fz_cimentacion_N,Mx_cimentacion_Nm,My_cimentacion_Nm,Mz_cimentacion_Nm,P_compresion_N,levantamiento_N,V_horizontal_N,M_resultante_Nm
SISMO_DOWN_1,envolvente_abs_grav_cqc,2,6.32,0.0,0.0,9774.921806479224,5503.645271712907,505087.7106083601,19373.452720224832,16041.742825940215,3.4665765994588096,-9774.921806479224,-5503.645271712907,-505087.7106083601,-19373.452720224832,-16041.742825940215,-3.4665765994588096,505087.7106083601,0.0,11217.807611099011,25152.8961194609
SISMO_DOWN_1,envolvente_abs_grav_cqc,6,6.32,6.2,0.0,10974.80611183555,7281.444438759546,879823.2947324032,21602.00175571449,16155.310265535447,3.4665765994588096,-10974.80611183555,-7281.444438759546,-879823.2947324032,-21602.00175571449,-16155.310265535447,-3.4665765994588096,879823.2947324032,0.0,13170.641681676914,26974.812874783893
SISMO_DOWN_1,envolvente_abs_grav_cqc,10,6.32,12.3,0.0,8936.891723894167,8220.030026880282,831711.9314988981,22601.40270688643,13148.317996557902,3.4665765994588096,-8936.891723894167,-8220.030026880282,-831711.9314988981,-22601.40270688643,-13148.317996557902,-3.4665765994588096,831711.9314988981,0.0,12142.360863004422,26147.689581633436
SISMO_DOWN_1,envolvente_abs_grav_cqc,14,6.32,18.5,0.0,5109.322368515653,6972.252596520659,478059.0853422741,21258.97832444026,8307.605071765603,3.4665765994588096,-5109.322368515653,-6972.252596520659,-478059.0853422741,-21258.97832444026,-8307.605071765603,-3.4665765994588096,478059.0853422741,0.0,8643.927425372303,22824.5582964369
SISMO_DOWN_1,envolvente_abs_grav_cqc,3,11.620000000000001,0.0,0.0,10295.285497864965,6186.540923366962,480032.385235548,23118.859214637563,16471.12067044778,3.4665765994468787,-10295.285497864965,-6186.540923366962,-480032.385235548,-23118.859214637563,-16471.12067044778,-3.4665765994468787,480032.385235548,0.0,12011.086215619418,28386.25490491277
SISMO_DOWN_1,envolvente_abs_grav_cqc,7,11.620000000000001,6.2,0.0,10152.289133025126,12377.177899254231,687302.6573308617,21335.179394042785,15327.950790500012,3.466576599451225,-10152.289133025126,-12377.177899254231,-687302.6573308617,-21335.179394042785,-15327.950790500012,-3.466576599451225,687302.6573308617,0.0,16008.232488014643,26270.438808896546
SISMO_DOWN_1,envolvente_abs_grav_cqc,11,11.620000000000001,12.3,0.0,8223.995934180417,6284.433963610654,487077.02736838115,23226.251765965797,12325.099101430453,3.466576599446819,-8223.995934180417,-6284.433963610654,-487077.02736838115,-23226.251765965797,-12325.099101430453,-3.466576599446819,487077.02736838115,0.0,10350.276294302445,26293.85553615352
SISMO_DOWN_1,envolvente_abs_grav_cqc,15,11.620000000000001,18.5,0.0,5108.719060892946,7064.172262076567,447268.08083361544,24060.183970667636,8286.648297500878,3.466576599446356,-5108.719060892946,-7064.172262076567,-447268.08083361544,-24060.183970667636,-8286.648297500878,-3.466576599446356,447268.08083361544,0.0,8717.886222670199,25447.219744185142
SISMO_DOWN_1,envolvente_abs_grav_cqc,4,17.07,0.0,0.0,61965.874778914615,2343.7252528545337,283329.8459072547,4077.4209107179654,207013.95233713827,3.4665765994588096,-61965.874778914615,-2343.7252528545337,-283329.8459072547,-4077.4209107179654,-207013.95233713827,-3.4665765994588096,283329.8459072547,0.0,62010.1821088843,207054.10361431167
SISMO_DOWN_1,envolvente_abs_grav_cqc,8,17.07,6.2,0.0,51103.09399960629,3015.829621158129,393148.1126793482,4342.693378090382,168212.40590633146,3.4665765994588096,-51103.09399960629,-3015.829621158129,-393148.1126793482,-4342.693378090382,-168212.40590633146,-3.4665765994588096,393148.1126793482,0.0,51192.00567116365,168268.4536286363
