elemento,grupo,perfil,combo_momento,extremo_momento,combo_cortante,extremo_cortante,eje_flexion,inciso_ntc,clasificacion_patin,clasificacion_alma,material,Fy_kg_cm2,E_kg_cm2,d_mm,h_mm,bf_mm,tf_mm,tw_mm,Ix_cm4,Iy_cm4,Sx_cm3,Zx_cm3,ry_cm,J_cm4,Cw_cm6,lambda_f,lambda_f_p,lambda_f_r,lambda_w,lambda_w_p,lambda_w_r,Lb_m,Cb,Lu_m,Lr_m,Mu_Nm,Vu_N,Mp_Nm,My_Nm,Mn_control_Nm,MR_Nm,estado_limite_control,utilizacion_flexion,Vn_N,VR_N,Cv,utilizacion_cortante,utilizacion_flexion_cortante,estado,deflexion_claro_id,deflexion_ratio,deflexion_delta_mm,deflexion_adm_mm,deflexion_estado,alertas
331,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.8000000000000007,1.0,1.3564650060160899,4.511808457847832,42631.684540540155,20137.9961198286,115515.2025,103101.6285,81949.05186087766,73754.1466747899,PLT,0.5780242394847231,279388.17216,251449.35494400002,1.0,0.08008768256460037,0.5844382763832914,Cumple,DV-0102,0.22626841747260149,4.996760885853283,22.083333333333336,Cumple,
437,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,56466.30353285128,63358.807621102555,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.5525665116456346,279388.17216,251449.35494400002,1.0,0.25197442894698663,0.6160576244887946,Cumple,DV-0018,0.21486209513934654,4.74487126766057,22.083333333333336,Cumple,
438,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.8000000000000007,1.0,1.3564650060160899,4.511808457847832,38108.824193636676,17951.42780145511,115515.2025,103101.6285,81949.05186087766,73754.1466747899,PLT,0.516700767506307,279388.17216,251449.35494400002,1.0,0.07139182284024173,0.5217975598747595,Cumple,DV-0018,0.21486209513934654,4.74487126766057,22.083333333333336,Cumple,
238,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.8000000000000007,1.0,1.3564650060160899,4.511808457847832,36428.394161662385,17338.769339939427,115515.2025,103101.6285,81949.05186087766,73754.1466747899,PLT,0.49391655661462724,279388.17216,251449.35494400002,1.0,0.06895531445606978,0.49867139200636273,Cumple,DV-0070,0.19619489428343997,4.3326372487593,22.083333333333336,Cumple,
138,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.799999999999999,1.0,1.3564650060160899,4.511808457847832,36399.67730695543,17199.909167625905,115515.2025,103101.6285,81949.05186087769,73754.14667478992,PLT,0.49352719742600304,279388.17216,251449.35494400002,1.0,0.06840307532885291,0.49820617814044776,Cumple,DV-0044,0.19738569640861273,4.358934129023531,22.08333333333333,Cumple,
338,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.8000000000000007,1.0,1.3564650060160899,4.511808457847832,36235.10421051754,17397.26644131835,115515.2025,103101.6285,81949.05186087766,73754.1466747899,PLT,0.4912958232747496,279388.17216,251449.35494400002,1.0,0.06918795415161384,0.4960827962744354,Cumple,DV-0096,0.1925338267314283,4.251788673652375,22.083333333333336,Cumple,
150,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,4.6000000000000005,1.0,1.3564650060160899,4.511808457847832,30380.4865339814,7534.988355267253,115515.2025,103101.6285,70323.2989279549,63290.9690351594,PLT,0.4800129781091585,279388.17216,251449.35494400002,1.0,0.029966226626214097,0.4809109528473721,Cumple,DV-0036,0.337416140851663,8.575993579979768,25.416666666666668,Cumple,
250,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,4.6000000000000005,1.0,1.3564650060160899,4.511808457847832,30365.14758879054,7531.698264412755,115515.2025,103101.6285,70323.2989279549,63290.9690351594,PLT,0.47977062212338845,279388.17216,251449.35494400002,1.0,0.029953142119175966,0.4806678128462,Cumple,DV-0062,0.3372521198466371,8.571824712768693,25.416666666666668,Cumple,
350,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,4.6000000000000005,1.0,1.3564650060160899,4.511808457847832,30350.40251575758,7528.513929659746,115515.2025,103101.6285,70323.2989279549,63290.9690351594,PLT,0.4795376493429469,279388.17216,251449.35494400002,1.0,0.02994047819822967,0.4804340815776856,Cumple,DV-0088,0.3370899630677087,8.567703227970929,25.416666666666668,Cumple,
450,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,4.6000000000000005,1.0,1.3564650060160899,4.511808457847832,30328.20920328504,7523.761252557672,115515.2025,103101.6285,70323.2989279549,63290.9690351594,PLT,0.479186994062883,279388.17216,251449.35494400002,1.0,0.02992157706760982,0.4800822948370959,Cumple,DV-0010,0.33685284626979406,8.561676509357266,25.416666666666668,Cumple,
452,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,45479.941608514564,30624.006805869907,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.44505645158520735,279388.17216,251449.35494400002,1.0,0.12178995970258163,0.4598892458695638,Cumple,DV-0002,0.0,0.0,6.25,Cumple,
352,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,45425.21309780272,30586.785631509978,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.4445208907221873,279388.17216,251449.35494400002,1.0,0.12164193317704841,0.4593176506292368,Cumple,DV-0080,0.0,0.0,6.25,Cumple,
252,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,45392.632385944446,30565.19113147995,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.4442020632238018,279388.17216,251449.35494400002,1.0,0.12155605306001714,0.4589779372593315,Cumple,DV-0054,0.0,0.0,6.25,Cumple,
152,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,45358.091870040946,30542.169915732367,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.4438640575250201,279388.17216,251449.35494400002,1.0,0.12146449897449281,0.45861768203614467,Cumple,DV-0028,0.0,0.0,6.25,Cumple,
149,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,30378.524157214037,20600.43271952134,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.2972773861977429,279388.17216,251449.35494400002,1.0,0.0819267670187869,0.3039893813518935,Cumple,DV-0036,0.337416140851663,8.575993579979768,25.416666666666668,Cumple,
