elemento,grupo,perfil,combo_momento,extremo_momento,combo_cortante,extremo_cortante,eje_flexion,inciso_ntc,clasificacion_patin,clasificacion_alma,material,Fy_kg_cm2,E_kg_cm2,d_mm,h_mm,bf_mm,tf_mm,tw_mm,Ix_cm4,Iy_cm4,Sx_cm3,Zx_cm3,ry_cm,J_cm4,Cw_cm6,lambda_f,lambda_f_p,lambda_f_r,lambda_w,lambda_w_p,lambda_w_r,Lb_m,Cb,Lu_m,Lr_m,Mu_Nm,Vu_N,Mp_Nm,My_Nm,Mn_control_Nm,MR_Nm,estado_limite_control,utilizacion_flexion,Vn_N,VR_N,Cv,utilizacion_cortante,utilizacion_flexion_cortante,estado,deflexion_claro_id,deflexion_ratio,deflexion_delta_mm,deflexion_adm_mm,deflexion_estado,alertas
249,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,30363.231650625203,20590.143518168174,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.29712773717715146,279388.17216,251449.35494400002,1.0,0.08188584744134174,0.30383302918833816,Cumple,DV-0062,0.3372521198466371,8.571824712768693,25.416666666666668,Cumple,
349,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,30348.74132464118,20580.57319506511,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.29698593811504465,279388.17216,251449.35494400002,1.0,0.0818477868024302,0.3036849983195007,Cumple,DV-0088,0.3370899630677087,8.567703227970929,25.416666666666668,Cumple,
449,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,30324.995171457627,20563.564708578226,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.29675356361541044,279388.17216,251449.35494400002,1.0,0.08178014500438036,0.30344155573234793,Cumple,DV-0010,0.33685284626979406,8.561676509357266,25.416666666666668,Cumple,
153,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,22226.562196008806,15114.327729479035,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.2175041249402493,279388.17216,251449.35494400002,1.0,0.06010883477050529,0.2211171969577172,Cumple,DV-0032,0.0,0.0,6.25,Cumple,
253,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,22212.437057018844,15104.88580593915,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.21736589951570642,279388.17216,251449.35494400002,1.0,0.06007128476946437,0.2209744587695605,Cumple,DV-0057,0.0,0.0,6.25,Cumple,
353,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,22199.243078993568,15096.045963765138,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.21723678622236123,279388.17216,251449.35494400002,1.0,0.06003612921229072,0.2208411230331561,Cumple,DV-0083,0.0,0.0,6.25,Cumple,
453,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,1.5,1.0,1.3564650060160899,4.511808457847832,22175.603472954186,15080.585952994214,115515.2025,103101.6285,113543.50279366825,102189.15251430143,PLT,0.21700545436905055,279388.17216,251449.35494400002,1.0,0.059974645615427376,0.22060241248574666,Cumple,DV-0005,0.0,0.0,6.25,Cumple,
428,Viga_2,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,7115.489495949356,2637.639453773922,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.166319083923232,279388.17216,251449.35494400002,1.0,0.010489744363676525,0.16642911866004728,Cumple,DV-0023,0.0,0.0,26.333333333333332,Cumple,
128,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,7103.7497637267,2794.2749816212036,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.1660446767289149,279388.17216,251449.35494400002,1.0,0.011112675084187482,0.16616816827644162,Cumple,DV-0049,0.0,0.0,26.333333333333332,Cumple,
134,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,6781.937646833396,2717.585387521704,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.15852256647809385,279388.17216,251449.35494400002,1.0,0.010807684864122773,0.15863937253021604,Cumple,DV-0043,0.0,0.0,26.333333333333332,Cumple,
228,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,6753.46046626693,2711.9665273491864,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.15785693432626122,279388.17216,251449.35494400002,1.0,0.0107853389719499,0.15797325786300107,Cumple,DV-0075,0.0,0.0,26.333333333333332,Cumple,
434,Viga_2,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,6498.18122808783,2498.2583574124333,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.15188997884656605,279388.17216,251449.35494400002,1.0,0.009935433550699771,0.1519886916864064,Cumple,DV-0017,0.0,0.0,26.333333333333332,Cumple,
234,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,6463.735911505836,2642.054649960193,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.15108484611428893,279388.17216,251449.35494400002,1.0,0.010507303351597786,0.15119524953801144,Cumple,DV-0069,0.0,0.0,26.333333333333332,Cumple,
454,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.450000000000001,1.0,1.3564650060160899,4.511808457847832,7051.879429430629,2381.8418870058067,115515.2025,103101.6285,56804.90069052499,51124.410621472496,PLT,0.13793566211732142,279388.17216,251449.35494400002,1.0,0.009472451768811513,0.13802538945983386,Cumple,DV-0026,0.12565196941762743,4.84283632130439,38.54166666666667,Cumple,
328,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,5894.93528019588,2496.900160325259,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.13778956966306483,279388.17216,251449.35494400002,1.0,0.009930032076961743,0.13788817520011432,Cumple,DV-0101,0.0,0.0,26.333333333333332,Cumple,
354,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.450000000000001,1.0,1.3564650060160899,4.511808457847832,6967.845409477914,2366.381876234872,115515.2025,103101.6285,56804.90069052499,51124.410621472496,PLT,0.13629194595646615,279388.17216,251449.35494400002,1.0,0.009410968171948128,0.13638051227839956,Cumple,DV-0104,0.12392452010750399,4.77625754581005,38.54166666666667,Cumple,
321,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.300000000000001,1.0,1.3564650060160899,4.511808457847832,7173.07400684584,3351.507305787101,115515.2025,103101.6285,58792.6566089999,52913.390948099914,PLT,0.13556254623487554,279388.17216,251449.35494400002,1.0,0.013328756824743142,0.13574020199336867,Cumple,DV-0093,0.0,0.0,22.083333333333336,Cumple,
254,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.450000000000001,1.0,1.3564650060160899,4.511808457847832,6919.693595439752,2357.5420340608534,115515.2025,103101.6285,56804.90069052499,51124.410621472496,PLT,0.13535009032521633,279388.17216,251449.35494400002,1.0,0.009375812614774449,0.1354379961874037,Cumple,DV-0078,0.12286693831805953,4.735496581008545,38.54166666666667,Cumple,
154,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,I,GRAV_DISEÑO,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.450000000000001,1.0,1.3564650060160899,4.511808457847832,6868.15158317303,2348.1001105209516,115515.2025,103101.6285,56804.90069052499,51124.410621472496,PLT,0.13434192198371034,279388.17216,251449.35494400002,1.0,0.009338262613733465,0.1344291251323534,Cumple,DV-0052,0.12177367336785053,4.6933603277192395,38.54166666666667,Cumple,
221,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.300000000000001,1.0,1.3564650060160899,4.511808457847832,7098.607580589323,3267.0659390424007,115515.2025,103101.6285,58792.6566089999,52913.390948099914,PLT,0.13415521956534576,279388.17216,251449.35494400002,1.0,0.012992938239074048,0.13432403600943016,Cumple,DV-0067,0.0,0.0,22.083333333333336,Cumple,
334,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.32,1.0,1.3564650060160899,4.511808457847832,5682.234582930399,2441.901458116984,115515.2025,103101.6285,47535.73224100339,42782.15901690305,PLT,0.13281785476710914,279388.17216,251449.35494400002,1.0,0.009711305318961017,0.13291216421810723,Cumple,DV-0095,0.0,0.0,26.333333333333332,Cumple,
346,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.300000000000001,1.0,1.3564650060160899,4.511808457847832,6778.407195569223,3201.469321792634,115515.2025,103101.6285,58792.6566089999,52913.390948099914,PLT,0.12810381406509785,279388.17216,251449.35494400002,1.0,0.012732064166581894,0.1282659195230398,Cumple,DV-0099,0.0,0.0,22.083333333333336,Cumple,
246,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.300000000000001,1.0,1.3564650060160899,4.511808457847832,6777.108839804857,3144.5735680954035,115515.2025,103101.6285,58792.6566089999,52913.390948099914,PLT,0.12807927668918787,279388.17216,251449.35494400002,1.0,0.01250579294107049,0.1282356715462728,Cumple,DV-0073,0.0,0.0,22.083333333333336,Cumple,
133,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.450000000000001,1.0,1.3564650060160899,4.511808457847832,6230.339288131965,2787.59506471414,115515.2025,103101.6285,56804.90069052499,51124.410621472496,PLT,0.12186623204835917,279388.17216,251449.35494400002,1.0,0.011086109428815046,0.12198913387062683,Cumple,DV-0051,0.0,0.0,22.708333333333336,Cumple,
140,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.450000000000001,1.0,1.3564650060160899,4.511808457847832,6085.185135819121,2747.593482957012,115515.2025,103101.6285,56804.90069052499,51124.410621472496,PLT,0.11902699829390921,279388.17216,251449.35494400002,1.0,0.010927025378804115,0.11914639817753823,Cumple,DV-0045,0.0,0.0,22.708333333333336,Cumple,
233,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.449999999999999,1.0,1.3564650060160899,4.511808457847832,5992.821401102812,2719.110585834763,115515.2025,103101.6285,56804.90069052503,51124.410621472525,PLT,0.11722035184862933,279388.17216,251449.35494400002,1.0,0.010813750492381787,0.11733728904834081,Cumple,DV-0077,0.0,0.0,22.70833333333333,Cumple,
240,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.449999999999999,1.0,1.3564650060160899,4.511808457847832,5880.925848734274,2688.4607626771344,115515.2025,103101.6285,56804.90069052503,51124.410621472525,PLT,0.11503166055598994,279388.17216,251449.35494400002,1.0,0.010691857862494332,0.11514597638054172,Cumple,DV-0071,0.0,0.0,22.70833333333333,Cumple,
425,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,6.2,1.0,1.3564650060160899,4.511808457847832,4874.363384117411,2123.9070536550826,115515.2025,103101.6285,48625.546897461776,43762.9922077156,PLT,0.11138094399445658,279388.17216,251449.35494400002,1.0,0.008446659384463704,0.11145229004921373,Cumple,DV-0001,0.0,0.0,25.833333333333332,Cumple,
121,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.299999999999999,1.0,1.3564650060160899,4.511808457847832,5724.853716492429,2797.926840159065,115515.2025,103101.6285,58792.65660899995,52913.39094809995,PLT,0.10819290946799548,279388.17216,251449.35494400002,1.0,0.011127198321038397,0.1083167240104712,Cumple,DV-0041,0.0,0.0,22.08333333333333,Cumple,
146,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.299999999999999,1.0,1.3564650060160899,4.511808457847832,5511.460217416695,2716.7553507482216,115515.2025,103101.6285,58792.65660899995,52913.39094809995,PLT,0.1041600267656746,279388.17216,251449.35494400002,1.0,0.010804383854368077,0.10427676147614713,Cumple,DV-0047,0.0,0.0,22.08333333333333,Cumple,
421,Viga_2,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.300000000000001,1.0,1.3564650060160899,4.511808457847832,5487.504170063631,2664.3508943234074,115515.2025,103101.6285,58792.6566089999,52913.390948099914,PLT,0.10370728603362518,279388.17216,251449.35494400002,1.0,0.010595974266534832,0.10381956070428225,Cumple,DV-0015,0.0,0.0,22.083333333333336,Cumple,
333,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.449999999999999,1.0,1.3564650060160899,4.511808457847832,5171.485486167701,2457.3613845204295,115515.2025,103101.6285,56804.90069052503,51124.410621472525,PLT,0.10115491647341651,279388.17216,251449.35494400002,1.0,0.009772788580299622,0.10125042387005175,Cumple,DV-0103,0.0,0.0,22.70833333333333,Cumple,
340,Viga_1,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.449999999999999,1.0,1.3564650060160899,4.511808457847832,5097.790773969878,2435.5284837722033,115515.2025,103101.6285,56804.90069052503,51124.410621472525,PLT,0.0997134384925071,279388.17216,251449.35494400002,1.0,0.009685960356965787,0.09980725632054382,Cumple,DV-0097,0.0,0.0,22.70833333333333,Cumple,
433,Viga_2,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.449999999999999,1.0,1.3564650060160899,4.511808457847832,5067.105849380854,2264.803883439294,115515.2025,103101.6285,56804.90069052503,51124.410621472525,PLT,0.09911323744928695,279388.17216,251449.35494400002,1.0,0.009006998184360767,0.09919436346558003,Cumple,DV-0025,0.0,0.0,22.70833333333333,Cumple,
446,Viga_2,IR 203 x 31.3,SISMO_DOWN_1,J,SISMO_DOWN_1,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.300000000000001,1.0,1.3564650060160899,4.511808457847832,5157.943738031856,2537.3496283135155,115515.2025,103101.6285,58792.6566089999,52913.390948099914,PLT,0.09747898680489073,279388.17216,251449.35494400002,1.0,0.010090897345426102,0.09758081301412666,Cumple,DV-0021,0.0,0.0,22.083333333333336,Cumple,
451,Viga_2,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.799999999999999,1.0,1.3564650060160899,4.511808457847832,7061.202785634054,2632.87052386412,115515.2025,103101.6285,81949.05186087769,73754.14667478992,PLT,0.09573973944501835,279388.17216,251449.35494400002,1.0,0.010470778596550719,0.09584937664943632,Cumple,DV-0026,0.12565196941762743,4.84283632130439,38.54166666666667,Cumple,
440,Viga_2,IR 203 x 31.3,SISMO_DOWN_1,I,SISMO_DOWN_1,I,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,5.449999999999999,1.0,1.3564650060160899,4.511808457847832,4838.711599213703,2207.788554160294,115515.2025,103101.6285,56804.90069052503,51124.410621472525,PLT,0.09464581675160512,279388.17216,251449.35494400002,1.0,0.00878025141345854,0.09472290956648866,Cumple,DV-0019,0.0,0.0,22.70833333333333,Cumple,
351,Viga_1,IR 203 x 31.3,GRAV_DISEÑO,J,GRAV_DISEÑO,J,x-x IMCA / eje fuerte,7.3,compacta,compacta,A992,3515.0,2039696.5324550178,211.0,175.0,134.0,10.2,6.4,3135.0000000000005,407.0,299.0,335.0,3.2,12.000000000000002,40817.0,6.568627450980393,9.152285196841515,24.084961044319776,27.343749999999996,59.008154558583456,134.87578184819074,3.799999999999999,1.0,1.3564650060160899,4.511808457847832,6979.867418796833,2611.109360275111,115515.2025,103101.6285,81949.05186087769,73754.14667478992,PLT,0.09463694901893072,279388.17216,251449.35494400002,1.0,0.010384235667880827,0.09474478136933681,Cumple,DV-0104,0.12392452010750399,4.77625754581005,38.54166666666667,Cumple,
