elemento,tipo,grupo,perfil,combo,tipo_combo,metodo,tipo_valor,extremo,nodo,longitud_m,P_N,Vy_N,Vz_N,T_Nm,My_Nm,Mz_Nm,V_resultante_N,M_resultante_Nm
238,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,48,3.8000000000000007,0.0,6.067974270784534e-15,11653.828688401056,9.265305869441724,19902.648472097608,1.1529151114490618e-14,11653.828688401056,19902.648472097608
239,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,47,6.199999999999999,0.0,1.4250366065650752e-14,1044.5893755513832,0.6745225883039583,1457.646888681713,4.417613480351732e-14,1044.5893755513832,1457.646888681713
239,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,51,6.199999999999999,0.0,1.4250366065650752e-14,1118.696350271192,0.6745225883039583,1647.7549989665604,4.417613480351732e-14,1118.696350271192,1647.7549989665604
240,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,48,5.449999999999999,0.0,4.33770712363707e-16,2491.867942601417,0.1072500648842184,5605.138001639461,1.1820251911911016e-15,2491.867942601417,5605.138001639461
240,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,49,5.449999999999999,0.0,4.33770712363707e-16,2324.743907178234,0.1072500648842184,4979.22830614147,1.1820251911911016e-15,2324.743907178234,4979.22830614147
241,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,48,6.199999999999999,0.0,1.4250366065650752e-14,1136.8307621934875,0.43865161086780896,1743.1438237908342,4.417613480351732e-14,1136.8307621934875,1743.1438237908342
241,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,52,6.199999999999999,0.0,1.4250366065650752e-14,1018.5947244338281,0.43865161086780896,1337.865594223944,4.417613480351732e-14,1018.5947244338281,1337.865594223944
242,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,49,3.0999999999999996,0.0,1.3505398189035875e-13,948.8664795877198,0.15727503769410395,1081.7912343596013,2.09333671930056e-13,948.8664795877198,1081.7912343596013
242,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,114,3.0999999999999996,0.0,1.3505398189035875e-13,155.07345007280466,0.15727503769410395,531.8447933448225,2.09333671930056e-13,155.07345007280466,531.8447933448225
243,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,114,3.0999999999999996,0.0,2.6199575163179566e-14,155.0734500728046,0.1572750376941036,531.8447933448227,4.060934150292832e-14,155.0734500728046,531.8447933448227
243,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,53,3.0999999999999996,0.0,2.6199575163179566e-14,1011.7513200728046,0.1572750376941036,1277.1778117402364,4.060934150292832e-14,1011.7513200728046,1277.1778117402364
244,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,50,3.16,0.0,4.158331786672639e-15,1654.8613536258385,0.10912954246489985,3512.2828943390273,6.57016422294277e-15,1654.8613536258385,3512.2828943390273
