rank,factible,cumple_normativa,cumple_dc,dc_calculado,dc_limite,cumple_lrfd_detallado,lrfd_detallado_activo,lrfd_detallado_modo,lrfd_max_util,lrfd_penalizacion,lrfd_error,lrfd_vigas_ir_total,lrfd_vigas_ir_no_cumplen,lrfd_vigas_ir_util_max,lrfd_vigas_ir_elemento_critico,lrfd_vigas_ir_grupo_critico,lrfd_vigas_ir_perfil_critico,lrfd_vigas_ir_estado_limite,lrfd_vigas_ir_mu_kN_m,lrfd_vigas_ir_mr_kN_m,lrfd_columnas_or_total,lrfd_columnas_or_no_cumplen,lrfd_columnas_or_util_max,lrfd_columnas_or_interaccion_max,lrfd_columnas_or_elemento_critico,lrfd_columnas_or_grupo_critico,lrfd_columnas_or_perfil_critico,lrfd_columnas_or_combo_critico,lrfd_columnas_ir_total,lrfd_columnas_ir_no_cumplen,lrfd_columnas_ir_util_max,lrfd_columnas_ir_interaccion_max,lrfd_columnas_ir_elemento_critico,lrfd_columnas_ir_grupo_critico,lrfd_columnas_ir_perfil_critico,lrfd_columnas_ir_combo_critico,lrfd_contravientos_or_total,lrfd_contravientos_or_no_cumplen,lrfd_contravientos_or_util_max,lrfd_contravientos_or_elemento_critico,lrfd_contravientos_or_grupo_critico,lrfd_contravientos_or_perfil_critico,lrfd_contravientos_or_estado_control,lrfd_contravientos_or_pu_kN,lrfd_contravientos_or_pr_kN,lrfd_contravientos_or_tr_kN,peso_kg,fitness_peso,fitness_dc,fitness_deriva,max_dc,max_dc_combo,max_dc_elemento,max_dc_extremo,max_dc_tipo_revision,max_dc_pu_N,max_dc_muy_Nm,max_dc_muz_Nm,max_dc_phi_pn_N,max_dc_phi_mny_Nm,max_dc_phi_mnz_Nm,max_dc_ratio_axial,max_dc_ratio_my,max_dc_ratio_mz,max_dc_rama,objetivo_dc_meta_util,objetivo_dc_max_util,cumple_objetivo_dc_max,exceso_objetivo_dc,objetivo_dc_equilibrio,cumple_deriva_servicio,deriva_servicio_calculada,deriva_servicio_limite,util_deriva_servicio,cumple_deriva_colapso,deriva_colapso_calculada,deriva_colapso_limite,util_deriva_colapso,factor_inelastico_deriva,deriva_elastica_max,deriva_combo,deriva_nivel,util_servicio,util_colapso,util_deriva,objetivo_deriva_modo,sistema_lateral,objetivo_deriva_min_util,objetivo_deriva_meta_util,cumple_objetivo_deriva_min,deficit_objetivo_deriva,objetivo_deriva_equilibrio,cumple_desplazamiento_azotea,desplazamiento_azotea_calculado_m,desplazamiento_azotea_limite_m,util_desplazamiento_azotea,desp_azotea_m,util_azotea,desp_azotea_combo,cumple_esbeltez,esbeltez_kl_r_calculada,esbeltez_kl_r_limite,util_esbeltez,esbeltez_elemento,esbeltez_kl_r,cumple_cortante_basal,requiere_escalamiento_cortante,factor_cortante,factor_cortante_combo,factor_cortante_direccion,cortante_invalido,cumple_constructibilidad,cumple_espesor_minimo,cumple_lrfd_local,cumple_columna_mismo_perfil_altura,cumple_telescopico,cumple_ancho_nudo,cumple_cfvd,cumple_guillotina,penal_constructibilidad,penal_constructibilidad_letal,penal_embudo,constructibilidad_total,constructibilidad_espesor,constructibilidad_lrfd_local,constructibilidad_columna_mismo_perfil_altura,constructibilidad_telescopico,constructibilidad_ancho_nudo,constructibilidad_cfvd,guillotina,genes,perfiles,Columna_1,Viga_1,Viga_2
11,True,True,True,0.45804815193290116,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.2765322814579977,0.2765322814579977,106,Columna_1,IR 533 x 165.2,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,65181.37600000003,102506.49789380096,0.3693304007135426,0.32077936310116745,0.45804815193290116,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,63399.06311984278,2.54581950149841e-12,0.0,138411.3501,138411.3501,0.0,0.45804815193290116,0.0,,0.8,0.95,True,0.0,0.18270479124453792,True,0.002129643050043607,0.005,0.4259286100087214,True,0.00946508022241603,0.01,0.946508022241603,4.444444444444445,0.002129643050043607,SISMO_DOWN_1,Nivel 12.8 m,0.4259286100087214,0.946508022241603,0.946508022241603,auto,marco_momento,0.35,0.8,True,0.0,0.13415375363216275,True,0.02353670190202751,0.1,0.23536701902027507,0.02353670190202751,0.23536701902027507,SISMO_DOWN_1,True,43.52547919192222,200.0,0.21762739595961111,301,43.52547919192222,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7325121893800937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[338, 37, 27]","[""IR 533 x 165.2"", ""IR 356 x 56.5"", ""IR 203 x 41.7""]",IR 533 x 165.2,IR 356 x 56.5,IR 203 x 41.7
12,True,True,True,0.409163532875454,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.39375400979104774,0.39375400979104774,106,Columna_1,IR 686 x 125.0,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,64919.10700000001,102653.45653112206,0.42734853520935456,0.19603950779360316,0.409163532875454,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,56632.87699697733,1.4687420200952366e-12,0.0,138411.3501,138411.3501,0.0,0.409163532875454,0.0,,0.8,0.95,True,0.0,0.2386767875537443,True,0.001626182793096146,0.005,0.3252365586192292,True,0.007227479080427315,0.01,0.7227479080427315,4.444444444444445,0.001626182793096146,SISMO_DOWN_1,Nivel 12.8 m,0.3252365586192292,0.7227479080427315,0.7227479080427315,auto,marco_momento,0.35,0.8,True,0.0,0.007367760137992933,True,0.017362020435677174,0.1,0.17362020435677172,0.017362020435677174,0.17362020435677172,SISMO_DOWN_1,True,60.93856425018547,200.0,0.30469282125092734,301,60.93856425018547,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7734349531122047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[312, 52, 27]","[""IR 686 x 125.0"", ""IR 457 x 74.4"", ""IR 203 x 41.7""]",IR 686 x 125.0,IR 457 x 74.4,IR 203 x 41.7
13,True,True,True,0.38020881051340993,1.0,True,True,completo,0.9925440611230987,0.0,,120,0,0.9925440611230987,428,Viga_2,IR 254 x 38.7,PLT,65.76058205184376,67.4371025506444,0,0,0.0,0.0,,,,,64,0,0.2651194585645969,0.2651194585645969,106,Columna_1,IR 533 x 165.2,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,66071.95600000003,103388.48668688603,0.46193365776343964,0.18659632167298748,0.38020881051340993,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,60530.79637604947,0.0,0.0,159204.08655,159204.08655,0.0,0.38020881051340993,0.0,,0.8,0.95,True,0.0,0.27535100432900966,True,0.0018033273522854627,0.005,0.3606654704570925,True,0.008014788232379834,0.01,0.8014788232379834,4.444444444444445,0.0018033273522854627,SISMO_DOWN_1,Nivel 6.4 m,0.3606654704570925,0.8014788232379834,0.8014788232379834,auto,marco_momento,0.35,0.8,True,0.0,1.3668238557496658e-05,True,0.020226898574739072,0.1,0.20226898574739072,0.020226898574739072,0.20226898574739072,SISMO_DOWN_1,True,43.52547919192222,200.0,0.21762739595961111,301,43.52547919192222,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7316530686885994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[338, 41, 23]","[""IR 533 x 165.2"", ""IR 457 x 59.5"", ""IR 254 x 38.7""]",IR 533 x 165.2,IR 457 x 59.5,IR 254 x 38.7
14,True,True,True,0.4537229548508327,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.29141025914796365,0.29141025914796365,106,Columna_1,IR 533 x 150.3,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,66805.40100000001,103475.51839319494,0.37070651196165977,0.20564954544727587,0.4537229548508327,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,62800.4067522651,1.6645742894412682e-12,0.0,138411.3501,138411.3501,0.0,0.4537229548508327,0.0,,0.8,0.95,True,0.0,0.1873559249956851,True,0.0019343955221346827,0.005,0.3868791044269365,True,0.008597313431709701,0.01,0.8597313431709701,4.444444444444445,0.0019343955221346827,SISMO_DOWN_1,Nivel 9.600000000000001 m,0.3868791044269365,0.8597313431709701,0.8597313431709701,auto,marco_momento,0.35,0.8,True,0.0,0.022298958481301208,True,0.021896058013651708,0.1,0.21896058013651706,0.021896058013651708,0.21896058013651706,SISMO_DOWN_1,True,43.67537642938164,200.0,0.2183768821469082,301,43.67537642938164,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.667011739319493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[328, 46, 27]","[""IR 533 x 150.3"", ""IR 406 x 67.0"", ""IR 203 x 41.7""]",IR 533 x 150.3,IR 406 x 67.0,IR 203 x 41.7
15,True,True,True,0.4584487821150589,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.26946342167262616,0.26946342167262616,106,Columna_1,IR 533 x 165.2,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,66517.24600000004,103829.48326492516,0.3688381151350733,0.22574947099151357,0.4584487821150589,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,63454.51488424604,2.252071097479363e-12,0.0,138411.3501,138411.3501,0.0,0.4584487821150589,0.0,,0.8,0.95,True,0.0,0.1822769288104477,True,0.001978164279753769,0.005,0.39563285595075376,True,0.008791841243350085,0.01,0.8791841243350085,4.444444444444445,0.001978164279753769,SISMO_DOWN_1,Nivel 9.600000000000001 m,0.39563285595075376,0.8791841243350085,0.8791841243350085,auto,marco_momento,0.35,0.8,True,0.0,0.039188284666887986,True,0.022135227574100667,0.1,0.22135227574100666,0.022135227574100667,0.22135227574100666,SISMO_DOWN_1,True,43.52547919192222,200.0,0.21762739595961111,301,43.52547919192222,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7312237264925114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[338, 40, 27]","[""IR 533 x 165.2"", ""IR 406 x 59.5"", ""IR 203 x 41.7""]",IR 533 x 165.2,IR 406 x 59.5,IR 203 x 41.7
16,True,True,True,0.375229639645316,1.0,True,True,completo,0.9925440611230987,0.0,,120,0,0.9925440611230987,428,Viga_2,IR 254 x 38.7,PLT,65.76058205184376,67.4371025506444,0,0,0.0,0.0,,,,,64,0,0.2835845240137332,0.2835845240137332,106,Columna_1,IR 533 x 150.3,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,69655.25699999997,106296.55452578407,0.46512814237243316,0.1833899337507742,0.375229639645316,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,59738.092026218204,3.8190545550206155e-13,0.0,159204.08655,159204.08655,0.0,0.375229639645316,0.0,,0.8,0.95,True,0.0,0.2819216547435126,True,0.0017725729375720595,0.005,0.3545145875144119,True,0.00787810194476471,0.01,0.7878101944764709,4.444444444444445,0.0017725729375720595,SISMO_DOWN_1,Nivel 6.4 m,0.3545145875144119,0.7878101944764709,0.7878101944764709,auto,marco_momento,0.35,0.8,True,0.0,0.00018344612185365516,True,0.01975128542466819,0.1,0.19751285424668188,0.01975128542466819,0.19751285424668188,SISMO_DOWN_1,True,43.67537642938164,200.0,0.2183768821469082,301,43.67537642938164,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.6641297525784107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[328, 52, 23]","[""IR 533 x 150.3"", ""IR 457 x 74.4"", ""IR 254 x 38.7""]",IR 533 x 150.3,IR 457 x 74.4,IR 254 x 38.7
17,True,True,True,0.380212115370642,1.0,True,True,completo,0.9925440611230987,0.0,,120,0,0.9925440611230987,428,Viga_2,IR 254 x 38.7,PLT,65.76058205184376,67.4371025506444,0,0,0.0,0.0,,,,,64,0,0.26707518124681673,0.26707518124681673,106,Columna_1,IR 533 x 165.2,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,69411.63100000002,106695.99635783289,0.46176849566665057,0.1899268010355615,0.380212115370642,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,60531.322522826275,1.4639709127579026e-12,0.0,159204.08655,159204.08655,0.0,0.380212115370642,0.0,,0.8,0.95,True,0.0,0.27534666887748627,True,0.001853282540663727,0.005,0.3706565081327454,True,0.008236811291838788,0.01,0.8236811291838787,4.444444444444445,0.001853282540663727,SISMO_DOWN_1,Nivel 6.4 m,0.3706565081327454,0.8236811291838787,0.8236811291838787,auto,marco_momento,0.35,0.8,True,0.0,0.0035049742463971858,True,0.020782144808811562,0.1,0.20782144808811562,0.020782144808811562,0.20782144808811562,SISMO_DOWN_1,True,43.52547919192222,200.0,0.21762739595961111,301,43.52547919192222,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7284365357832865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[338, 46, 23]","[""IR 533 x 165.2"", ""IR 406 x 67.0"", ""IR 254 x 38.7""]",IR 533 x 165.2,IR 406 x 67.0,IR 254 x 38.7
18,True,True,True,0.45376667295299483,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.28374924828475956,0.28374924828475956,106,Columna_1,IR 533 x 150.3,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,70100.54699999992,106737.34703605395,0.3704926201147052,0.1832665779300792,0.45376667295299483,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,62806.457833809174,2.937484040190473e-13,0.0,138411.3501,138411.3501,0.0,0.45376667295299483,0.0,,0.8,0.95,True,0.0,0.18730861993443507,True,0.0017815983591679798,0.005,0.3563196718335959,True,0.007918214929635466,0.01,0.7918214929635465,4.444444444444445,0.0017815983591679798,SISMO_DOWN_1,Nivel 12.8 m,0.3563196718335959,0.7918214929635465,0.7918214929635465,auto,marco_momento,0.35,0.8,True,0.0,8.257774980903645e-05,True,0.020266495608013104,0.1,0.20266495608013102,0.020266495608013104,0.20266495608013102,SISMO_DOWN_1,True,43.67537642938164,200.0,0.2183768821469082,301,43.67537642938164,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.6636800036054025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[328, 52, 27]","[""IR 533 x 150.3"", ""IR 457 x 74.4"", ""IR 203 x 41.7""]",IR 533 x 150.3,IR 457 x 74.4,IR 203 x 41.7
19,True,True,True,0.45855299398741767,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.2672169096584977,0.2672169096584977,106,Columna_1,IR 533 x 165.2,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,69856.92099999999,107137.00379280359,0.3685661294561374,0.19517377529866292,0.45855299398741767,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,63468.93899019567,1.4687420200952366e-12,0.0,138411.3501,138411.3501,0.0,0.45855299398741767,0.0,,0.8,0.95,True,0.0,0.18216571549211946,True,0.0018842996007170996,0.005,0.3768599201434199,True,0.008374664892075999,0.01,0.8374664892075998,4.444444444444445,0.0018842996007170996,SISMO_DOWN_1,Nivel 12.8 m,0.3768599201434199,0.8374664892075998,0.8374664892075998,auto,marco_momento,0.35,0.8,True,0.0,0.008773361334644937,True,0.021192746868503247,0.1,0.21192746868503246,0.021192746868503247,0.21192746868503246,SISMO_DOWN_1,True,43.52547919192222,200.0,0.21762739595961111,301,43.52547919192222,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7280082792803597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[338, 46, 27]","[""IR 533 x 165.2"", ""IR 406 x 67.0"", ""IR 203 x 41.7""]",IR 533 x 165.2,IR 406 x 67.0,IR 203 x 41.7
20,True,True,True,0.45868996394805583,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.26023899623327806,0.26023899623327806,106,Columna_1,IR 533 x 165.2,GRAV_DISEÑO,0,0,0.0,,,,,0.0,0.0,0.0,73152.0669999999,110400.50351335944,0.3682617774258281,0.19811927092890322,0.45868996394805583,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,63487.89718737074,9.791613467301577e-13,0.0,138411.3501,138411.3501,0.0,0.45868996394805583,0.0,,0.8,0.95,True,0.0,0.18201959485903038,True,0.0015793113381597076,0.005,0.31586226763194153,True,0.007019161502932034,0.01,0.7019161502932034,4.444444444444445,0.0015793113381597076,SISMO_DOWN_1,Nivel 12.8 m,0.31586226763194153,0.7019161502932034,0.7019161502932034,auto,marco_momento,0.35,0.8,True,0.0,0.011877088362105513,True,0.017676662611076293,0.1,0.1767666261107629,0.017676662611076293,0.1767666261107629,SISMO_DOWN_1,True,43.52547919192222,200.0,0.21762739595961111,301,43.52547919192222,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.7248436513359535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[338, 52, 27]","[""IR 533 x 165.2"", ""IR 457 x 74.4"", ""IR 203 x 41.7""]",IR 533 x 165.2,IR 457 x 74.4,IR 203 x 41.7
21,True,True,True,0.47745443838044216,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.1572474709873996,0.1572474709873996,206,Columna_1,IR 457 x 285.7,SISMO_DOWN_1,0,0,0.0,,,,,0.0,0.0,0.0,89859.77600000007,129135.84285220926,0.35893602069928965,0.22170373443441896,0.47745443838044216,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,66085.11342747427,4.895806733650788e-13,0.0,138411.3501,138411.3501,0.0,0.47745443838044216,0.0,,0.8,0.95,True,0.0,0.16255568643824375,True,0.0019432199502179503,0.005,0.38864399004359007,True,0.00863653311207978,0.01,0.863653311207978,4.444444444444445,0.0019432199502179503,SISMO_DOWN_1,Nivel 12.8 m,0.38864399004359007,0.863653311207978,0.863653311207978,auto,marco_momento,0.35,0.8,True,0.0,0.02532340017337304,True,0.020682548298839077,0.1,0.20682548298839076,0.020682548298839077,0.20682548298839076,SISMO_DOWN_1,True,45.107566825397726,200.0,0.22553783412698863,301,45.107566825397726,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.927606685220918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[404, 37, 27]","[""IR 457 x 285.7"", ""IR 356 x 56.5"", ""IR 203 x 41.7""]",IR 457 x 285.7,IR 356 x 56.5,IR 203 x 41.7
22,True,True,True,0.5111692118757247,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,64,0,0.13795390629934878,0.13795390629934878,106,Columna_1,ORC 508 x 19.1,SISMO_DOWN_1,0,0,0.0,0.0,,,,,0,0,0.0,,,,,0.0,0.0,0.0,91080.95799999993,129330.1817696033,0.32159490661128254,0.23149952263035903,0.5111692118757247,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,70751.62074527201,9.791613467301577e-13,0.0,138411.3501,138411.3501,0.0,0.5111692118757247,0.0,,0.8,0.95,True,0.0,0.13034878776326567,True,0.0013937191686961262,0.005,0.27874383373922523,True,0.006194307416427227,0.01,0.6194307416427227,4.444444444444445,0.0013937191686961262,SISMO_DOWN_1,Nivel 12.8 m,0.27874383373922523,0.6194307416427227,0.6194307416427227,auto,marco_momento,0.35,0.8,True,0.0,0.04025340378234218,True,0.014737121299579449,0.1,0.14737121299579448,0.014737121299579449,0.14737121299579448,SISMO_DOWN_1,True,16.07979261890362,200.0,0.0803989630945181,301,16.07979261890362,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.8249223769603367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[395, 40, 27]","[""ORC 508 x 19.1"", ""IR 406 x 59.5"", ""IR 203 x 41.7""]",ORC 508 x 19.1,IR 406 x 59.5,IR 203 x 41.7
23,True,True,True,0.47829654273747496,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.1585142470515796,0.1585142470515796,206,Columna_1,IR 457 x 285.7,SISMO_DOWN_1,0,0,0.0,,,,,0.0,0.0,0.0,91195.64599999998,130461.20607491818,0.3580357916474993,0.19735511197964664,0.47829654273747496,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,66201.67022845626,0.0,0.0,138411.3501,138411.3501,0.0,0.47829654273747496,0.0,,0.8,0.95,True,0.0,0.16170799127290827,True,0.0017350953033249447,0.005,0.34701906066498894,True,0.007711534681444199,0.01,0.7711534681444199,4.444444444444445,0.0017350953033249447,SISMO_DOWN_1,Nivel 12.8 m,0.34701906066498894,0.7711534681444199,0.7711534681444199,auto,marco_momento,0.35,0.8,True,0.0,0.0010273116050555572,True,0.018611545185132725,0.1,0.18611545185132725,0.018611545185132725,0.18611545185132725,SISMO_DOWN_1,True,45.107566825397726,200.0,0.22553783412698863,301,45.107566825397726,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.9265560074918215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[404, 40, 27]","[""IR 457 x 285.7"", ""IR 406 x 59.5"", ""IR 203 x 41.7""]",IR 457 x 285.7,IR 406 x 59.5,IR 203 x 41.7
24,True,True,True,0.47856979991668597,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.15919179385609675,0.15919179385609675,206,Columna_1,IR 457 x 285.7,SISMO_DOWN_1,0,0,0.0,,,,,0.0,0.0,0.0,94535.32099999998,133774.65901420897,0.35763008620479386,0.20099428588636137,0.47856979991668597,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,66239.49212355538,6.854129427111105e-13,0.0,138411.3501,138411.3501,0.0,0.47856979991668597,0.0,,0.8,0.95,True,0.0,0.16143339613374894,True,0.0016597390241721458,0.005,0.33194780483442915,True,0.007376617885209537,0.01,0.7376617885209537,4.444444444444445,0.0016597390241721458,SISMO_DOWN_1,Nivel 12.8 m,0.33194780483442915,0.7376617885209537,0.7376617885209537,auto,marco_momento,0.35,0.8,True,0.0,0.0047975958153164315,True,0.01786394078798019,0.1,0.1786394078798019,0.01786394078798019,0.1786394078798019,SISMO_DOWN_1,True,45.107566825397726,200.0,0.22553783412698863,301,45.107566825397726,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.9239338014208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[404, 46, 27]","[""IR 457 x 285.7"", ""IR 406 x 67.0"", ""IR 203 x 41.7""]",IR 457 x 285.7,IR 406 x 67.0,IR 203 x 41.7
25,True,True,True,0.47803719736521855,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,0,0,0.0,0.0,,,,,64,0,0.15913570260472637,0.15913570260472637,206,Columna_1,IR 457 x 285.7,SISMO_DOWN_1,0,0,0.0,,,,,0.0,0.0,0.0,96494.597,135718.58110289904,0.35808874282768777,0.19619554281100252,0.47803719736521855,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,66165.77388534007,1.5666581547682524e-12,0.0,138411.3501,138411.3501,0.0,0.47803719736521855,0.0,,0.8,0.95,True,0.0,0.16196882231319257,True,0.001807826497311755,0.005,0.361565299462351,True,0.00803478443249669,0.01,0.8034784432496689,4.444444444444445,0.001807826497311755,SISMO_DOWN_1,Nivel 12.8 m,0.361565299462351,0.8034784432496689,0.8034784432496689,auto,marco_momento,0.35,0.8,True,0.0,7.562229650729199e-05,True,0.019367960798171064,0.1,0.19367960798171063,0.019367960798171064,0.19367960798171063,SISMO_DOWN_1,True,45.107566825397726,200.0,0.22553783412698863,301,45.107566825397726,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.9223984102899045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[404, 48, 27]","[""IR 457 x 285.7"", ""IR 356 x 71.4"", ""IR 203 x 41.7""]",IR 457 x 285.7,IR 356 x 71.4,IR 203 x 41.7
26,True,True,True,0.5132683375206524,1.0,True,True,completo,0.9158022735765624,0.0,,120,0,0.9158022735765624,428,Viga_2,IR 203 x 41.7,PLT,65.93853422559376,89.5499217391469,64,0,0.13437321937736352,0.13437321937736352,106,Columna_1,ORC 508 x 19.1,SISMO_DOWN_1,0,0,0.0,0.0,,,,,0,0,0.0,,,,,0.0,0.0,0.0,97715.77899999992,135908.03481680708,0.31942228887805224,0.30451416101337564,0.5132683375206524,GRAV_DISEÑO,426,envolvente,flexion_escalar_viga,0.0,71042.16355981599,1.1749936160761893e-12,0.0,138411.3501,138411.3501,0.0,0.5132683375206524,0.0,,0.8,0.95,True,0.0,0.12846100979401648,True,0.0011176234276724477,0.005,0.22352468553448954,True,0.004967215234099768,0.01,0.4967215234099768,4.444444444444445,0.0011176234276724477,SISMO_DOWN_1,Nivel 12.8 m,0.22352468553448954,0.4967215234099768,0.4967215234099768,auto,marco_momento,0.35,0.8,True,0.0,0.11355288192933984,True,0.011963204194914659,0.1,0.11963204194914659,0.011963204194914659,0.11963204194914659,SISMO_DOWN_1,True,16.07979261890362,200.0,0.0803989630945181,301,16.07979261890362,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,3.8192255816807155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[395, 52, 27]","[""ORC 508 x 19.1"", ""IR 457 x 74.4"", ""IR 203 x 41.7""]",ORC 508 x 19.1,IR 457 x 74.4,IR 203 x 41.7
