motivos_seleccion,rank,factible,cumple_normativa,cumple_dc,dc_calculado,dc_limite,cumple_lrfd_detallado,lrfd_detallado_activo,lrfd_detallado_modo,lrfd_max_util,lrfd_penalizacion,lrfd_error,lrfd_vigas_ir_total,lrfd_vigas_ir_no_cumplen,lrfd_vigas_ir_util_max,lrfd_vigas_ir_elemento_critico,lrfd_vigas_ir_grupo_critico,lrfd_vigas_ir_perfil_critico,lrfd_vigas_ir_estado_limite,lrfd_vigas_ir_mu_kN_m,lrfd_vigas_ir_mr_kN_m,lrfd_columnas_or_total,lrfd_columnas_or_no_cumplen,lrfd_columnas_or_util_max,lrfd_columnas_or_interaccion_max,lrfd_columnas_or_elemento_critico,lrfd_columnas_or_grupo_critico,lrfd_columnas_or_perfil_critico,lrfd_columnas_or_combo_critico,lrfd_contravientos_or_total,lrfd_contravientos_or_no_cumplen,lrfd_contravientos_or_util_max,lrfd_contravientos_or_elemento_critico,lrfd_contravientos_or_grupo_critico,lrfd_contravientos_or_perfil_critico,lrfd_contravientos_or_estado_control,lrfd_contravientos_or_pu_kN,lrfd_contravientos_or_pr_kN,lrfd_contravientos_or_tr_kN,peso_kg,fitness_peso,fitness_dc,fitness_deriva,max_dc,max_dc_combo,max_dc_elemento,max_dc_extremo,max_dc_tipo_revision,max_dc_pu_N,max_dc_muy_Nm,max_dc_muz_Nm,max_dc_phi_pn_N,max_dc_phi_mny_Nm,max_dc_phi_mnz_Nm,max_dc_ratio_axial,max_dc_ratio_my,max_dc_ratio_mz,max_dc_rama,objetivo_dc_meta_util,objetivo_dc_max_util,cumple_objetivo_dc_max,exceso_objetivo_dc,objetivo_dc_equilibrio,cumple_deriva_servicio,deriva_servicio_calculada,deriva_servicio_limite,util_deriva_servicio,cumple_deriva_colapso,deriva_colapso_calculada,deriva_colapso_limite,util_deriva_colapso,factor_inelastico_deriva,deriva_elastica_max,deriva_combo,deriva_nivel,util_servicio,util_colapso,util_deriva,objetivo_deriva_modo,sistema_lateral,objetivo_deriva_min_util,objetivo_deriva_meta_util,cumple_objetivo_deriva_min,deficit_objetivo_deriva,objetivo_deriva_equilibrio,cumple_desplazamiento_azotea,desplazamiento_azotea_calculado_m,desplazamiento_azotea_limite_m,util_desplazamiento_azotea,desp_azotea_m,util_azotea,desp_azotea_combo,cumple_esbeltez,esbeltez_kl_r_calculada,esbeltez_kl_r_limite,util_esbeltez,esbeltez_elemento,esbeltez_kl_r,cumple_cortante_basal,requiere_escalamiento_cortante,factor_cortante,factor_cortante_combo,factor_cortante_direccion,cortante_invalido,cumple_constructibilidad,cumple_espesor_minimo,cumple_lrfd_local,cumple_columna_mismo_perfil_altura,cumple_telescopico,cumple_ancho_nudo,cumple_cfvd,cumple_guillotina,penal_constructibilidad,penal_constructibilidad_letal,penal_embudo,constructibilidad_total,constructibilidad_espesor,constructibilidad_lrfd_local,constructibilidad_columna_mismo_perfil_altura,constructibilidad_telescopico,constructibilidad_ancho_nudo,constructibilidad_cfvd,guillotina,genes,perfiles,Columna_1,Columna_2,Viga_1,Contraviento_1,Contraviento_2,Viga_2
"menor_peso, top_peso",1,True,True,True,0.7594445470362987,1.0,True,True,completo,0.9362432656622592,0.0,,152,0,0.9362432656622592,432,Viga_2,IR 305 x 38.7,PLT,68.39811152746876,74.43481695900803,64,0,0.41688680460955696,0.41688680460955696,102,Columna_1,ORC 203 x 7.9,SISMO_DOWN_1,64,0,0.7586949136254418,156,Contraviento_1,ORC 89 x 4.8,compresion,107.77359289481204,142.05129223789487,455.56094925,43735.42368228144,43735.42368228144,0.002569913695454674,0.0020806815498984063,0.7594445470362987,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,107773.59289481204,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.7594445470362987,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.002569913695454674,True,0.0009209223785028192,0.005,0.18418447570056382,True,0.004092988348901419,0.01,0.40929883489014185,4.444444444444445,0.0009209223785028192,SISMO_DOWN_1,Nivel 6.4 m,0.18418447570056382,0.40929883489014185,0.40929883489014185,auto,arriostrado,0.25,0.35,True,0.0,0.0020806815498984063,True,0.009694650845865458,0.1,0.09694650845865457,0.009694650845865458,0.09694650845865457,SISMO_DOWN_1,True,40.30410098598426,200.0,0.20152050492992132,301,40.30410098598426,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[95, 122, 30, 52, 52, 24]","[""ORC 203 x 7.9"", ""ORC 305 x 15.9"", ""IR 356 x 44.6"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 305 x 38.7""]",ORC 203 x 7.9,ORC 305 x 15.9,IR 356 x 44.6,ORC 89 x 4.8,ORC 89 x 4.8,IR 305 x 38.7
"deriva_colapso_mas_eficiente, deriva_servicio_mas_eficiente, top_peso",2,True,True,True,0.7757660258397123,1.0,True,True,completo,0.7750002818044875,0.0,,152,0,0.7446149957078021,132,Viga_1,IR 356 x 44.6,PLT,68.74808413584375,93.58292851947972,64,0,0.41924054045643355,0.41924054045643355,102,Columna_1,ORC 203 x 7.9,SISMO_DOWN_1,64,0,0.7750002818044875,156,Contraviento_1,ORC 89 x 4.8,compresion,110.08979151506013,142.05129223789487,455.56094925,44332.63268228144,44332.63268228144,0.0009176335993773325,0.002327209699337868,0.7757660258397123,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,110089.79151506013,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.7757660258397123,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.0009176335993773325,True,0.0009286053984931035,0.005,0.1857210796986207,True,0.004127135104413793,0.01,0.4127135104413793,4.444444444444445,0.0009286053984931035,SISMO_DOWN_1,Nivel 6.4 m,0.1857210796986207,0.4127135104413793,0.4127135104413793,auto,arriostrado,0.25,0.35,True,0.0,0.002327209699337868,True,0.009790647177563224,0.1,0.09790647177563223,0.009790647177563224,0.09790647177563223,SISMO_DOWN_1,True,40.30410098598426,200.0,0.20152050492992132,301,40.30410098598426,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[95, 121, 30, 52, 52, 30]","[""ORC 203 x 7.9"", ""ORC 254 x 19.1"", ""IR 356 x 44.6"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 356 x 44.6""]",ORC 203 x 7.9,ORC 254 x 19.1,IR 356 x 44.6,ORC 89 x 4.8,ORC 89 x 4.8,IR 356 x 44.6
top_peso,3,True,True,True,0.738261213898755,1.0,True,True,completo,0.7446149957078021,0.0,,152,0,0.7446149957078021,132,Viga_1,IR 356 x 44.6,PLT,68.74808413584375,93.58292851947972,64,0,0.41208519878082084,0.41208519878082084,102,Columna_1,ORC 203 x 7.9,SISMO_DOWN_1,64,0,0.737532490157123,156,Contraviento_1,ORC 89 x 4.8,compresion,104.7674432942518,142.05129223789487,455.56094925,44337.75268228143,44337.75268228143,0.005955746420711391,0.0015842142990099527,0.738261213898755,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,104767.4432942518,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.738261213898755,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.005955746420711391,True,0.0009039214046555314,0.005,0.1807842809311063,True,0.0040174284651356956,0.01,0.40174284651356956,4.444444444444445,0.0009039214046555314,SISMO_DOWN_1,Nivel 6.4 m,0.1807842809311063,0.40174284651356956,0.40174284651356956,auto,arriostrado,0.25,0.35,True,0.0,0.0015842142990099527,True,0.0094645976436635,0.1,0.09464597643663498,0.0094645976436635,0.09464597643663498,SISMO_DOWN_1,True,40.30410098598426,200.0,0.20152050492992132,301,40.30410098598426,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[95, 120, 30, 52, 52, 30]","[""ORC 203 x 7.9"", ""ORC 356 x 12.7"", ""IR 356 x 44.6"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 356 x 44.6""]",ORC 203 x 7.9,ORC 356 x 12.7,IR 356 x 44.6,ORC 89 x 4.8,ORC 89 x 4.8,IR 356 x 44.6
top_peso,4,True,True,True,0.6589852106717167,1.0,True,True,completo,0.9362432656622592,0.0,,152,0,0.9362432656622592,432,Viga_2,IR 305 x 38.7,PLT,68.39811152746876,74.43481695900803,64,0,0.35971826267858487,0.35971826267858487,102,Columna_1,ORC 229 x 7.9,SISMO_DOWN_1,64,0,0.6583347387799797,156,Contraviento_1,ORC 89 x 4.8,compresion,93.51730036879307,142.05129223789487,455.56094925,44435.83968228142,44435.83968228142,0.031070579389531474,7.10873251445937e-05,0.6589852106717167,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,93517.30036879308,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.6589852106717167,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.031070579389531474,True,0.0008121616401763997,0.005,0.16243232803527993,True,0.0036096072896728876,0.01,0.36096072896728876,4.444444444444445,0.0008121616401763997,SISMO_DOWN_1,Nivel 6.4 m,0.16243232803527993,0.36096072896728876,0.36096072896728876,auto,arriostrado,0.25,0.35,True,0.0,7.10873251445937e-05,True,0.008536232247315161,0.1,0.0853623224731516,0.008536232247315161,0.0853623224731516,SISMO_DOWN_1,True,35.633658515572954,200.0,0.17816829257786476,301,35.633658515572954,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[100, 120, 30, 52, 52, 24]","[""ORC 229 x 7.9"", ""ORC 356 x 12.7"", ""IR 356 x 44.6"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 305 x 38.7""]",ORC 229 x 7.9,ORC 356 x 12.7,IR 356 x 44.6,ORC 89 x 4.8,ORC 89 x 4.8,IR 305 x 38.7
top_peso,5,True,True,True,0.7590131378266834,1.0,True,True,completo,0.7582639302517333,0.0,,152,0,0.7446149957078021,132,Viga_1,IR 356 x 44.6,PLT,68.74808413584375,93.58292851947972,64,0,0.4161047613989136,0.4161047613989136,102,Columna_1,ORC 203 x 7.9,SISMO_DOWN_1,64,0,0.7582639302517333,156,Contraviento_1,ORC 89 x 4.8,compresion,107.7123711496437,142.05129223789487,455.56094925,44611.16068228144,44611.16068228144,0.0026248794856475795,0.002055220191969421,0.7590131378266834,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,107712.3711496437,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.7590131378266834,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.0026248794856475795,True,0.0009201035190140834,0.005,0.18402070380281668,True,0.004089348973395926,0.01,0.4089348973395926,4.444444444444445,0.0009201035190140834,SISMO_DOWN_1,Nivel 6.4 m,0.18402070380281668,0.4089348973395926,0.4089348973395926,auto,arriostrado,0.25,0.35,True,0.0,0.002055220191969421,True,0.009660248459371537,0.1,0.09660248459371537,0.009660248459371537,0.09660248459371537,SISMO_DOWN_1,True,40.30410098598426,200.0,0.20152050492992132,301,40.30410098598426,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[95, 122, 30, 52, 52, 30]","[""ORC 203 x 7.9"", ""ORC 305 x 15.9"", ""IR 356 x 44.6"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 356 x 44.6""]",ORC 203 x 7.9,ORC 305 x 15.9,IR 356 x 44.6,ORC 89 x 4.8,ORC 89 x 4.8,IR 356 x 44.6
menor_esbeltez,23,True,True,True,0.7079864750154016,1.0,True,True,completo,0.7446149957078021,0.0,,152,0,0.7446149957078021,432,Viga_2,IR 356 x 44.6,PLT,68.74808413584375,93.58292851947972,64,0,0.3512595306177324,0.3512595306177324,102,Columna_1,ORC 254 x 7.9,SISMO_DOWN_1,64,0,0.707287634898401,156,Contraviento_1,ORC 89 x 4.8,compresion,100.47112252120225,142.05129223789487,455.56094925,49254.1626822815,49254.1626822815,0.013228888718892698,0.0003556408924305038,0.7079864750154016,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,100471.12252120224,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.7079864750154016,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.013228888718892698,True,0.0008426609473296165,0.005,0.1685321894659233,True,0.0037451597659094067,0.01,0.37451597659094066,4.444444444444445,0.0008426609473296165,SISMO_DOWN_1,Nivel 6.4 m,0.1685321894659233,0.37451597659094066,0.37451597659094066,auto,arriostrado,0.25,0.35,True,0.0,0.0003556408924305038,True,0.00885506912796602,0.1,0.0885506912796602,0.00885506912796602,0.0885506912796602,SISMO_DOWN_1,True,32.00402254301731,200.0,0.16002011271508654,301,32.00402254301731,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[103, 117, 36, 52, 52, 30]","[""ORC 254 x 7.9"", ""ORC 305 x 12.7"", ""IR 406 x 53.6"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 356 x 44.6""]",ORC 254 x 7.9,ORC 305 x 12.7,IR 406 x 53.6,ORC 89 x 4.8,ORC 89 x 4.8,IR 356 x 44.6
deriva_equilibrada,82,True,True,True,0.6764705979955496,1.0,True,True,completo,0.9362432656622592,0.0,,152,0,0.9362432656622592,432,Viga_2,IR 305 x 38.7,PLT,68.39811152746876,74.43481695900803,64,0,0.3647512510634928,0.3647512510634928,102,Columna_1,ORC 229 x 7.9,SISMO_DOWN_1,64,0,0.6758028666072623,156,Contraviento_1,ORC 89 x 4.8,compresion,95.99867049963531,142.05129223789487,455.56094925,56681.99368228136,56681.99368228136,0.02384298931183924,2.8168261531497423e-08,0.6764705979955496,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,95998.67049963531,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.6764705979955496,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.02384298931183924,True,0.000787990914536926,0.005,0.1575981829073852,True,0.0035021818423863382,0.01,0.3502181842386338,4.444444444444445,0.000787990914536926,SISMO_DOWN_1,Nivel 6.4 m,0.1575981829073852,0.3502181842386338,0.3502181842386338,auto,arriostrado,0.25,0.35,True,0.0,2.8168261531497423e-08,True,0.008364659575137018,0.1,0.08364659575137018,0.008364659575137018,0.08364659575137018,SISMO_DOWN_1,True,35.633658515572954,200.0,0.17816829257786476,301,35.633658515572954,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[100, 118, 51, 52, 52, 24]","[""ORC 229 x 7.9"", ""ORC 254 x 15.9"", ""IR 406 x 74.4"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 305 x 38.7""]",ORC 229 x 7.9,ORC 254 x 15.9,IR 406 x 74.4,ORC 89 x 4.8,ORC 89 x 4.8,IR 305 x 38.7
"dc_mas_eficiente, mejor_balance_objetivos",102,True,True,True,0.7835546688794542,1.0,True,True,completo,0.7827812368213571,0.0,,152,0,0.4948141132496449,432,Viga_2,IR 533 x 65.5,PLT,69.98781761296877,142.2394577010937,64,0,0.4102300264244525,0.4102300264244525,102,Columna_1,ORC 203 x 7.9,SISMO_DOWN_1,64,0,0.7827812368213571,156,Contraviento_1,ORC 89 x 4.8,compresion,111.1950862300514,142.05129223789487,455.56094925,60704.461682281384,60704.461682281384,0.0004225764307256129,0.0008834700541660192,0.7835546688794542,SISMO_DOWN_1,156,i,OR biaxial simetrico: misma capacidad en ambos ejes locales,111195.0862300514,0.0,0.0,141911.07608237374,14138.098424999998,14138.098424999998,0.7835546688794542,0.0,0.0,Pu/phiPn >= 0.20: Pu/phiPn + 8/9(My/phiMny + Mz/phiMnz),0.8,0.95,True,0.0,0.0004225764307256129,True,0.000874440430653259,0.005,0.1748880861306518,True,0.0038864019140144846,0.01,0.38864019140144845,4.444444444444445,0.000874440430653259,SISMO_DOWN_1,Nivel 6.4 m,0.1748880861306518,0.38864019140144845,0.38864019140144845,auto,arriostrado,0.25,0.35,True,0.0,0.0008834700541660192,True,0.009241460382171636,0.1,0.09241460382171636,0.009241460382171636,0.09241460382171636,SISMO_DOWN_1,True,40.30410098598426,200.0,0.20152050492992132,301,40.30410098598426,True,False,1.0,,,0.0,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,"[95, 121, 53, 52, 52, 43]","[""ORC 203 x 7.9"", ""ORC 254 x 19.1"", ""IR 533 x 74.4"", ""ORC 89 x 4.8"", ""ORC 89 x 4.8"", ""IR 533 x 65.5""]",ORC 203 x 7.9,ORC 254 x 19.1,IR 533 x 74.4,ORC 89 x 4.8,ORC 89 x 4.8,IR 533 x 65.5
